breed,origin,url,img,height,weight,coat,life_span,other_names,common_nicknames,colour,litter_size,notes,breed_status,foundation_stock,img_src_set.1.5x,img_src_set.2x,height.dogs,weight.dogs,height.bitches,weight.bitches,img_src_set
Chien Français Blanc et Orange,France,https://en.wikipedia.org/wiki/Chien_Fran%C3%A7ais_Blanc_et_Orange,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Grand_Anglo-Fran%C3%A7ais_Blanc_Et_Orange.jpg/220px-Grand_Anglo-Fran%C3%A7ais_Blanc_Et_Orange.jpg,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Grand_Anglo-Fran%C3%A7ais_Blanc_Et_Orange.jpg/330px-Grand_Anglo-Fran%C3%A7ais_Blanc_Et_Orange.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Grand_Anglo-Fran%C3%A7ais_Blanc_Et_Orange.jpg/440px-Grand_Anglo-Fran%C3%A7ais_Blanc_Et_Orange.jpg,,,,,
Chien Français Tricolore,France,https://en.wikipedia.org/wiki/Chien_Fran%C3%A7ais_Tricolore,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/MeuteBourbansais.jpg/220px-MeuteBourbansais.jpg,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/MeuteBourbansais.jpg/330px-MeuteBourbansais.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/MeuteBourbansais.jpg/440px-MeuteBourbansais.jpg,,,,,
Cimarrón Uruguayo,Uruguay,https://en.wikipedia.org/wiki/Cimarr%C3%B3n_Uruguayo,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Cimarron_uruguayo.png/220px-Cimarron_uruguayo.png,Not available,Not available,Not available,Not available,"Cimarrón, Uruguayan Cimarrón, Cimarrón Creole, Maroon Dog, Cerro Largo Dog, Perro Cimarrón, Cimarrón Dog, Uruguayan Gaucho Dog",Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Cimarron_uruguayo.png/330px-Cimarron_uruguayo.png,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Cimarron_uruguayo.png/440px-Cimarron_uruguayo.png,,,,,
Cirneco dell'Etna,Italy,https://en.wikipedia.org/wiki/Cirneco_dell%27Etna,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Cirneco_dell_Etna_611.jpg/220px-Cirneco_dell_Etna_611.jpg,,,"Short on head, short to semi-long on body",Not available,Not available,Not available,"Light sand, isabella, light to dark tan",Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Cirneco_dell_Etna_611.jpg/330px-Cirneco_dell_Etna_611.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Cirneco_dell_Etna_611.jpg/440px-Cirneco_dell_Etna_611.jpg,46–50 cm (18–20 in),10–13 kg (22–29 lb),44–48 cm (17–19 in),8–10 kg (18–22 lb),
Colombian fino hound,Colombia,https://en.wikipedia.org/wiki/Colombian_fino_hound,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Colombian_Fino_Hound.jpg/220px-Colombian_Fino_Hound.jpg,standard - 43–50 cm (17–20 in)grande — 51–60 cm (20–24 in),standard - 15–25 kg (33–55 lb)grande — 25–35 kg (55–77 lb),Short,Not available,Sabueso Fino Colombiano,Not available,"Any shade, pattern or combination of red, black, white, brown or brindle",Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Colombian_Fino_Hound.jpg/330px-Colombian_Fino_Hound.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Colombian_Fino_Hound.jpg/440px-Colombian_Fino_Hound.jpg,,,,,
Coton de Tulear,Madagascar,https://en.wikipedia.org/wiki/Coton_de_Tulear,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Coton_de_Tular_1.jpg/220px-Coton_de_Tular_1.jpg,,,"medium-to-long, fluffy, cotton-like coat",Not available,Not available,"Coton, ""Cotie""",Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Coton_de_Tular_1.jpg/330px-Coton_de_Tular_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Coton_de_Tular_1.jpg/440px-Coton_de_Tular_1.jpg,25–30 cm (9.8–11.8 in),4–6 kg (8.8–13.2 lb),22–27 cm (8.7–10.6 in),3.5–5 kg (7.7–11.0 lb),
Cretan Hound,Greece (Crete),https://en.wikipedia.org/wiki/Cretan_Hound,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Kritikosichnilatis_1.jpg/220px-Kritikosichnilatis_1.jpg,,15–22 kg (33–49 lb),"Short, smooth, hard, flat",Not available,"Kritikos Lagonikos, Kressa Kyon, Kritikos Ichnilatis","""Ntopio""",Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/b/ba/Kritikosichnilatis_1.jpg,,52–60 cm (20–24 in),,50–58 cm (20–23 in),,
Croatian Sheepdog,Croatia,https://en.wikipedia.org/wiki/Croatian_Sheepdog,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/GeraHojda09112055ZG.jpeg/220px-GeraHojda09112055ZG.jpeg,Not available,Not available,Not available,Not available,Hrvatski ovčarKroatischer Schäferhund,Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/GeraHojda09112055ZG.jpeg/330px-GeraHojda09112055ZG.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/GeraHojda09112055ZG.jpeg/440px-GeraHojda09112055ZG.jpeg,,,,,
Danish Spitz,Denmark,https://en.wikipedia.org/wiki/Danish_Spitz,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Danskspids.jpg/220px-Danskspids.jpg,,minimum 26–40 lb (12–18 kg),softdense,Not available,"Wolf spitz, Greenland spitz, Samoyed spitz, White spitz, Danish white spitz",Not available,white to biscuit,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Danskspids.jpg/330px-Danskspids.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Danskspids.jpg/440px-Danskspids.jpg,minimum 17–19 in (43–48 cm),,minimum 15–18 in (38–46 cm),,
Denmark Feist,United States,https://en.wikipedia.org/wiki/Denmark_Feist,Not available,15–18 in (38–46 cm),25–35 lb (11–16 kg),Short,Not available,DenMark Feist,Not available,Not available,Not available,Not available,Not recognized as a breed by any major kennel club.,Not available,,,,,,,Not available
Dobermann,Germany,https://en.wikipedia.org/wiki/Dobermann,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Dobermann_handling.jpg/220px-Dobermann_handling.jpg,,,Short,Not available,Doberman Pinscher,"Dobie, Doberman","Black & tan, red & tan",Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Dobermann_handling.jpg/330px-Dobermann_handling.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Dobermann_handling.jpg/440px-Dobermann_handling.jpg,68 to 72 cm (27 to 28 in),40–45 kg (88–99 lb),63 to 68 cm (25 to 27 in),32–35 kg (71–77 lb),
Dogo Sardesco,,https://en.wikipedia.org/wiki/List_of_Italian_dog_breeds,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,,,,,,,Not available
Dogue Brasileiro,Brazil,https://en.wikipedia.org/wiki/Brazilian_Dogo,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Doguebrasileiro.jpg/220px-Doguebrasileiro.jpg,,,"Short or medium, dense, hard and shiny coat",Not available,Dogue BrasileiroBrazilian DoggeBrazilian Dogo,Bull Boxer,"Any color or combination; either solid, piebald or tricolor",Not available,Not available,Not recognized as a breed by any major kennel club.,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Doguebrasileiro.jpg/330px-Doguebrasileiro.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Doguebrasileiro.jpg/440px-Doguebrasileiro.jpg,54–60 cm (21–24 in),29–43 kg (64–95 lb),50–58 cm (20–23 in),23–39 kg (51–86 lb),
Drever,Sweden,https://en.wikipedia.org/wiki/Drever,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Drever_NUCh_Tanjo.jpg/220px-Drever_NUCh_Tanjo.jpg,Not available,Not available,Not available,Not available,Swedish Dachsbracke,Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Drever_NUCh_Tanjo.jpg/330px-Drever_NUCh_Tanjo.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Drever_NUCh_Tanjo.jpg/440px-Drever_NUCh_Tanjo.jpg,,,,,
Dutch Shepherd,Netherlands,https://en.wikipedia.org/wiki/Dutch_Shepherd,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Short-haired_Dutch_Shepherd%C2%A9CaroleField.jpg/220px-Short-haired_Dutch_Shepherd%C2%A9CaroleField.jpg,22-24in,30–40 kg (66–88 lb),"Both short-, long-, and rough-haired varieties",Not available,Dutch HerderNederlandse Herdershond,Not available,Brindle. The basic colour is golden or silver.,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Short-haired_Dutch_Shepherd%C2%A9CaroleField.jpg/330px-Short-haired_Dutch_Shepherd%C2%A9CaroleField.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Short-haired_Dutch_Shepherd%C2%A9CaroleField.jpg/440px-Short-haired_Dutch_Shepherd%C2%A9CaroleField.jpg,,,,,
East Siberian Laika,Russia,https://en.wikipedia.org/wiki/East_Siberian_Laika,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/East_Siberian_Laika.jpg/220px-East_Siberian_Laika.jpg,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/East_Siberian_Laika.jpg/330px-East_Siberian_Laika.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/East_Siberian_Laika.jpg/440px-East_Siberian_Laika.jpg,,,,,
English Setter,England,https://en.wikipedia.org/wiki/English_Setter,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/EnglishSetter9_fx_wb.jpg/220px-EnglishSetter9_fx_wb.jpg,Not available,Not available,Not available,Not available,LawerackLaverackLlewellin (or Llewellyn) SetterRyman-type (or Old Hemlock) Setter,Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/EnglishSetter9_fx_wb.jpg/330px-EnglishSetter9_fx_wb.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/EnglishSetter9_fx_wb.jpg/440px-EnglishSetter9_fx_wb.jpg,,,,,
Estrela Mountain Dog,Portugal,https://en.wikipedia.org/wiki/Estrela_Mountain_Dog,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Estrela_Mountain_Dog_6_month_old_male.jpg/220px-Estrela_Mountain_Dog_6_month_old_male.jpg,,,"Comes in both a long hair and a short hair, and has the texture of goat hair.",Not available,Portuguese ShepherdCão da Serra da Estrela,Estrela,"Fawn, wolf gray, brindle and yellow with a dark facial mask",Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Estrela_Mountain_Dog_6_month_old_male.jpg/330px-Estrela_Mountain_Dog_6_month_old_male.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Estrela_Mountain_Dog_6_month_old_male.jpg/440px-Estrela_Mountain_Dog_6_month_old_male.jpg,63–75 cm (25–30 in),45–60 kg (99–132 lb),60–71 cm (24–28 in),35–45 kg (77–99 lb),
French Bulldog,France,https://en.wikipedia.org/wiki/French_Bulldog,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/2008-07-28_Dog_at_Frolick_Field.jpg/220px-2008-07-28_Dog_at_Frolick_Field.jpg,,,Not available,Not available,Bouledogue Français,Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/2008-07-28_Dog_at_Frolick_Field.jpg/330px-2008-07-28_Dog_at_Frolick_Field.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/2008-07-28_Dog_at_Frolick_Field.jpg/440px-2008-07-28_Dog_at_Frolick_Field.jpg,27–35 cm,9–14 kg,24–32 cm,8–13 kg,
German Spitz,Germany,https://en.wikipedia.org/wiki/German_Spitz,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Pomeranian_orange-sable_Coco.jpg/220px-Pomeranian_orange-sable_Coco.jpg,18–24 cm (7.1–9.4 in),1.4–3 kg (3.1–6.6 lb),"Double coat, long strait outer and thick cotton-wool like undercoat",Not available,German: ZwergspitzGerman Toy Spitz,Not available,"White, black, brown, orange, grey-shaded and other colours",Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Pomeranian_orange-sable_Coco.jpg/330px-Pomeranian_orange-sable_Coco.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Pomeranian_orange-sable_Coco.jpg/440px-Pomeranian_orange-sable_Coco.jpg,,,,,
Glen of Imaal Terrier,Ireland,https://en.wikipedia.org/wiki/Glen_of_Imaal_Terrier,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Wheaten_glen_of_imaal.jpg/220px-Wheaten_glen_of_imaal.jpg,Not available,Not available,Not available,Not available,"Irish Glenn of Imaal Terrier, Wicklow Terrier","Glen, Glennie",Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Wheaten_glen_of_imaal.jpg/330px-Wheaten_glen_of_imaal.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Wheaten_glen_of_imaal.jpg/440px-Wheaten_glen_of_imaal.jpg,,,,,
Grand Anglo-Français Tricolore,France,https://en.wikipedia.org/wiki/Grand_Anglo-Fran%C3%A7ais_Tricolore,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Grand_anglo_francais_tricol.jpg/220px-Grand_anglo_francais_tricol.jpg,60–70 cm (24–28 in),Not available,Short,Not available,Grand Anglo-Francais Tricolore Hound,Not available,Tricolour,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Grand_anglo_francais_tricol.jpg/330px-Grand_anglo_francais_tricol.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Grand_anglo_francais_tricol.jpg/440px-Grand_anglo_francais_tricol.jpg,,,,,
Grand Griffon Vendéen,France,https://en.wikipedia.org/wiki/Grand_Griffon_Vend%C3%A9en,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Grand_griffon_vend%C3%A9en_aka_Large_Vend%C3%A9en_Griffon.JPG/220px-Grand_griffon_vend%C3%A9en_aka_Large_Vend%C3%A9en_Griffon.JPG,Not available,Not available,Not available,Not available,Large Vendéen Griffon,Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Grand_griffon_vend%C3%A9en_aka_Large_Vend%C3%A9en_Griffon.JPG/330px-Grand_griffon_vend%C3%A9en_aka_Large_Vend%C3%A9en_Griffon.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Grand_griffon_vend%C3%A9en_aka_Large_Vend%C3%A9en_Griffon.JPG/440px-Grand_griffon_vend%C3%A9en_aka_Large_Vend%C3%A9en_Griffon.JPG,,,,,
Greater Swiss Mountain Dog,Switzerland,https://en.wikipedia.org/wiki/Greater_Swiss_Mountain_Dog,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Greater_Swiss_Mountain_Dog_2018.jpg/220px-Greater_Swiss_Mountain_Dog_2018.jpg,,,"short, double coat",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Greater_Swiss_Mountain_Dog_2018.jpg/330px-Greater_Swiss_Mountain_Dog_2018.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Greater_Swiss_Mountain_Dog_2018.jpg/440px-Greater_Swiss_Mountain_Dog_2018.jpg,25.5–28.5 in (65–72 cm),90–140 lb (41–64 kg),23.5–27 in (60–69 cm),80–110 lb (36–50 kg),
Greek Harehound,Greece,https://en.wikipedia.org/wiki/Greek_Harehound,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Hellenic_Hound_aka_Hellinikos_Ichnilatis.jpg/220px-Hellenic_Hound_aka_Hellinikos_Ichnilatis.jpg,Not available,Not available,Not available,Not available,Hellenikos IchnilatisHellenic HoundGreek HoundGkekas,Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Hellenic_Hound_aka_Hellinikos_Ichnilatis.jpg/330px-Hellenic_Hound_aka_Hellinikos_Ichnilatis.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Hellenic_Hound_aka_Hellinikos_Ichnilatis.jpg/440px-Hellenic_Hound_aka_Hellinikos_Ichnilatis.jpg,,,,,
Hierran Wolfdog,"El Hierro, Canary Islands, Spain",https://en.wikipedia.org/wiki/Hierran_Wolfdog,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Kinha.jpg/220px-Kinha.jpg,,,"short, thicker in winter",Not available,Lobo HerreñoPerro de Pastor Herreño,Not available,"usually grey, also reddish, both with pale mask; white or cream permitted",Not available,listed among Grupos Étnicos Caninos by the Real Sociedad Canina de España,Not recognised as a breed by any major kennel club.,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Kinha.jpg/330px-Kinha.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Kinha.jpg/440px-Kinha.jpg,54 cm,22 kg,52 cm,18 kg,
Icelandic Sheepdog,Iceland,https://en.wikipedia.org/wiki/Icelandic_Sheepdog,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Icelandic_Sheepdog_Alisa_von_Lehenberg.jpg/220px-Icelandic_Sheepdog_Alisa_von_Lehenberg.jpg,,25–30 pounds (11–14 kg),Double,Not available,Icelandic SpitzIceland DogÍslenskur fjárhundurIslandsk FårehundFriaar DogCanis Islandicus,Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Icelandic_Sheepdog_Alisa_von_Lehenberg.jpg/330px-Icelandic_Sheepdog_Alisa_von_Lehenberg.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Icelandic_Sheepdog_Alisa_von_Lehenberg.jpg/440px-Icelandic_Sheepdog_Alisa_von_Lehenberg.jpg,46 centimetres (18 in),,,,
Kanni,India,https://en.wikipedia.org/wiki/Kanni,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Kanni.jpg/220px-Kanni.jpg,64–74 centimetres (25–29 in),16–22 kilograms (35–49 lb),short coat,Not available,Maiden's Beastmaster,Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Kanni.jpg/330px-Kanni.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Kanni.jpg/440px-Kanni.jpg,,,,,
Kombai,India,https://en.wikipedia.org/wiki/Kombai_(dog),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Kombai_dog.jpg/220px-Kombai_dog.jpg,≈ 71 cm (28 in),Not available,Not available,Not available,Not available,Not available,Usually reddish-brown with a lighter saddle,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Kombai_dog.jpg/330px-Kombai_dog.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Kombai_dog.jpg/440px-Kombai_dog.jpg,,,,,
